score,theme,source_db,query_id,accession,uid,title,summary,taxon,data_type,n_samples,tissues,has_human,has_exercise,has_obesity,has_inflammation,has_nampt_axis,has_omics,pubmed_ids,ftp_link,url,year_or_date
12,weight_loss,GEO/GDS,weight_loss_exercise_adipose_muscle_geo,GSE315592,200315592,Large adipocytes increase vesicle-mediated lipid release and promote breast cancer malignancy,"Primary adipocytes exhibit striking variability in size, yet the functional consequences of adipocyte hypertrophy remain unclear due to a lack of experimental approaches to directly manipulate cell size. Here, we establish methods to isolate and culture large and small primary adipocytes from the same adipose tissue, enabling size-resolved analyses independent of systemic obesity. Using transcriptomic, lipidomic, and functional profiling across two mouse models of obesity, as well as human clinical samples, we show that adipocyte size—rather than body weight—drives distinct phenotypic cell states. Notably, large adipocytes increase lipid release mediated by elevated secretion of extracellular vesicles. In coculture assays, this shift enhances lipid uptake, migration, and proliferation of neighboring breast cancer cells through fatty acid oxidation. Consistent with these findings, individuals with larger mammary adipocytes exhibit elevated fasting triglycerides and dyslipidemia independent of body mass index. Together, our results identify adipocyte size as a key determinant of adipose tissue function with implications for both metabolic disease and cancer progression.",Mus musculus,Expression profiling by high throughput sequencing,37,adipose,1,0,1,0,0,1,41790552,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE315nnn/GSE315592/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE315592,
12,weight_loss,GEO/GDS,weight_loss_exercise_adipose_muscle_geo,GSE316218,200316218,Hepatic and adipose tissue gene expression profiles from Gpr146 wild-type and knockout male mice,"Metabolic dysfunction–associated steatotic liver disease (MASLD) remains a major health burden with limited therapeutic options. Human genetic studies implicate GPR146, an orphan G protein–coupled receptor, in circulating cholesterol levels and markers of liver injury. In this study, we investigated the role of Gpr146 in mice and found that both constitutive and acute depletion of GPR146 protect against diet-induced obesity and hepatic steatosis. To understand the transcriptional basis of the phenotypes observed, we performed microarray analysis of liver and adipose tissues (epididymal white adipose tissue, inguinal white adipose tissue, and brown adipose tissue) from Gpr146 knockout and wild-type mice fed a HFD for 3 months and harvested after overnight fasting.",Mus musculus,Expression profiling by array,32,adipose,1,0,1,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE316nnn/GSE316218/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE316218,
12,weight_loss,GEO/GDS,weight_loss_exercise_adipose_muscle_geo,GSE283060,200283060,Humanized Monoacylglycerol Acyltransferase 2 mice Become Obese and develop Metabolic Dysfunction-Associated Steatotic Liver Disease when fed a High Fat Diet,"Objective: Elevated monoacylglycerol acyltransferase 2 (hMOGAT2) expression is seen in individuals having obesity and mice lacking mMGAT2 activity are resistant to diet-induced obesity. Whether hMOGAT2 inhibitors have therapeutic value in treating obesity requires the use of physiologically relevant pre-clinical models to test for drug efficacy. Methods: Here we characterized how humanized hMOGAT2 mice globally expressing hMOGAT2 responded metabolically to being fed a high fat diet. Results: hMOGAT2 and mMgat2 mice fed a high fat diet became obese, glucose-intolerant, and insulin resistant. Blood triglycerides and cholesterol levels were markedly elevated, as were liver triglycerides. Histological staining revealed the presence of metabolic dysfunction-associated steatotic liver disease (MASLD) and the beginning stages of metabolic dysfunction-associated steatohepatitis (MASH). Liver and adipose pAKTSer473 levels were decreased indicating defects in insulin signaling leading to pre-diabetes. Liver gluconeogenesis and de novo lipogenesis were likely increased based on the elevated gene expressions of Srebp2, Fasn, Pck1, and G6pc. TGF-β1-driven hepatic stellate cell activation led to extracellular matrix formation and increased pJNK-pSMAD2 and pJAK2-pSTAT5 signaling, contributing to hepatocyte apoptosis. Liver IL-4 and IL-13 levels were elevated further driving collagen deposition and the transition from MASLD to MASH. Conclusions: Results showing that humanized hMOGAT2 mice respond like mMgat2 mice lend support for their use as an in vivo preclinical efficacy model for testing hMOGAT2 inhibitors and for studying hMOGAT2 activity in the context of obesity",Mus musculus,Expression profiling by high throughput sequencing,64,adipose;blood_pbmc,1,0,1,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE283nnn/GSE283060/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283060,
12,weight_loss,GEO/GDS,weight_loss_exercise_adipose_muscle_geo,GSE308198,200308198,Fibulin-7 in progenitor cells promotes adipose tissue fibrosis and disrupts metabolic homeostasis in obesity [RNA-seq],"Fibrosis, resulting from excess extracellular matrix deposition, is a feature of adipose tissue (AT) dysfunction and obesity-related insulin resistance. In this study, through a comparative analysis of single-cell RNA-sequencing data from stromal vascular cells in the AT of lean and obese mice, we identify Fibulin-7 (FBLN7), a newly recognized member of the fibulin family of secreted glycoproteins, as a promoter of fibrosis. Moreover, we found that FBLN7 levels are upregulated in visceral fat among obese individuals, showing a correlation with clinical metabolic traits. However, the precise role of FBLN7 in AT and the underlying regulatory mechanisms remain to be elucidated. Here, we demonstrate that loss and overexpression of FBLN7 in adipogenic stem and precursor cells (ASPCs) inhibits and promotes, respectively, TGF-β-induced fibrogenic responses. In vivo, in response to caloric excess, ASPCs-specific FBLN7 knockout mice display a diminished state of AT fibrosis-inflammation state, coupled with improved systemic metabolic health. Mechanistically, FBLN7 binds to thrombospondin-1 (TSP1) via its EGF-like calcium-binding domain, enhancing TSP1 protein stability. This interaction, in turn, facilitates the conversion of latent TGF-β to its bio-active form, thereby promoting TGFBR1/Smad signaling. Furthermore, we develop an anti-FBLN7 neutralizing antibody, which could dramatically alleviate diet-induced AT fibrosis. Conclusively, our findings imply that FBLN7 produced by ASPCs exerts a major influence in AT fibrosis and may represent a potential target for therapeutic intervention.",Mus musculus,Expression profiling by high throughput sequencing,9,adipose,0,1,1,1,0,1,41128612,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE308nnn/GSE308198/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308198,
12,weight_loss,GEO/GDS,weight_loss_exercise_adipose_muscle_geo,GSE307617,200307617,A low protein diet drives short and long-term improvements in metabolic health in a mouse model of sleeve gastrectomy,"Despite the largely beneficial impact of bariatric surgery on obesity and metabolic disease, many patients continue to suffer from obesity after surgery and weight recurrence is common. The success of bariatric surgery may be impacted by diet. While bariatric surgery guidelines recommend a high-protein diet following surgery based on the theory that this will preserve lean mass, emerging evidence suggests that both humans and mice are metabolically healthier when consuming low protein diets. Here, we assess the effect of varying dietary protein levels on post-surgical weight loss and weight regain in a mouse model of bariatric surgery, sleeve gastrectomy. We find that a low protein diet optimally drives post-surgical weight loss, boosting energy expenditure and improving blood glucose regulation. Using a multi-omics approach, we identified clusters of differentially expressed genes and metabolites that correlated with these phenotypes and find that diet heavily influences the molecular response of the liver to sleeve gastrectomy. These results suggest that current post-surgical dietary guidelines recommending a high protein diet may limit both the short and long-term benefits of surgery and lead us to conclude that a low protein diet may improve patient outcomes.",Mus musculus,Expression profiling by high throughput sequencing,62,blood_pbmc,1,0,1,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE307nnn/GSE307617/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307617,
12,repair,GEO/GDS,exercise_muscle_damage_geo,GSE293788,200293788,"AMPK signaling is dysregulated in human tendinopathy and loss of AMPKα1 leads to cell, matrix and mechanical dysfunction in mouse Achilles tendon II","Tendinopathy is a tendon disorder that is caused by the failure to self-repair and has many pathological characteristics such as disorganized ECM and decreased cell viability. We have identified a possible target to combat these changes, AMPK, an energy stress sensor that was shown to maintain intracellular homeostasis. Through bulk RNA sequencing of healthy and tendinopathic tendons from humans we have identified a novel finding of downregulation of AMPK signaling in the tendinopathic samples which suggests AMPK plays a role in tendon homeostasis. Our studies utilizing a conditional knock-out of Prkaa1 in tendon in mice showed that loss of AMPK results in degenerative ECM, impaired biomechanical properties and increased cellular senescence in Achilles tendon through the lifespan. Additionally, we found that exercise can delay senescence onset independent of AMPK. These findings highlight the importance of energy metabolism in tendon health which will assist in understanding the onset and progression of tendinopathy.",Homo sapiens,Expression profiling by high throughput sequencing,14,tendon_repair,1,1,0,0,1,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE293nnn/GSE293788/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293788,
11,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE309619,200309619,Resistance-based exercise restores muscle health in dialysis patients,"Chronic kidney disease (CKD) and end-stage renal disease (ESRD) are serious health concerns worldwide that require regular dialysis before a kidney transplant for a better quality of life. Due to aging and frailty, kidney dialysis patients are often limited in physical activity, which can lead to multiple health complications and sometimes result in patient death. Therefore, maintaining muscle health is crucial for kidney dialysis. We recently reported that personalized resistance-based exercise can improve frailty in kidney dialysis patients; however, the underlying molecular mechanisms by which resistance-based exercise improves muscle health are unknown. RNA-Seq analysis revealed that exercise promotes the expression of genes related to muscle stemness, regeneration, and differentiation. The IHC analysis revealed increased protein expression of stemness-associated proteins, including Lamin A/C, 5'-adenosine monophosphate-activated protein kinase (AMPK), paired box 7 (PAX7), vascular cell adhesion molecule 1 (VCAM-1), and Emerin. The IF analysis revealed increased protein expression of muscle differentiation markers, including myoblast determination protein 1 (MyoD), myosin heavy chain (MyoH), myogenin, desmin, dystrophin, and enolase 3. Furthermore, our study demonstrated that exercise upregulated proteins such as mitochondrial encoded cytochrome c oxidase III (MTCO3) and aconitase 2 (ACO2), which are involved in the oxidation of organic compounds and mitochondrial function in muscle. Moreover, we observed that exercise increased the protein expression of glucose transporter protein types 1 and 4 (GLUT1 and GLUT-4), glycogen synthase 1 and 2 (GYS1 and GYS2), and fatty acid binding protein 1 (FABP1), which participate in energy production through glucose uptake, glycogenesis, and fatty acid metabolism, respectively. These results suggest that personalized resistance-based muscle therapy in dialysis patients promotes the expression of genes and proteins associated with muscle stemness, regeneration, differentiation, and energy generation.",Homo sapiens,Expression profiling by high throughput sequencing,20,unclear,1,1,0,0,1,1,41831133,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE309nnn/GSE309619/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE309619,
11,exercise;repair,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE310849,200310849,Repeated Disuse Atrophy in Aged Rat Skeletal Muscle (RNA-seq / Transcriptome),"Disuse-induced muscle atrophy commonly occurs following illness, injury, or falls and becomes increasingly frequent with ageing. Whether skeletal muscle retains a “memory” of repeated disuse remains unknown. We investigated repeated lower- limb immobilization in young adults and a refined aged rat model, integrating physiological, multi-omic, immunohistochemical, biochemical, and primary human muscle stem cell (MuSC) analyses. To enable robust age comparisons, we integrated previously published young rat data with newly generated aged rat data. In young human muscle, repeated disuse elicited attenuated transcriptional perturbations in oxidative and mitochondrial pathways, suggestive of a protective molecular memory, despite similar atrophy to initial disuse. In contrast, aged muscle exhibited a detrimental memory, characterized by greater atrophy, exaggerated suppression of aerobic metabolism genes despite recovery after initial disuse, NAD+ and mitochondrial DNA depletion, and activation of proteasomal, extracellular-matrix, and DNA-damage pathways. Whereas young rats recovered muscle mass after initial disuse, aged rats failed to do so. Across species, repeated disuse induced DNA hypermethylation and downregulation of aerobic metabolism and mitochondrial gene networks. NR4A1 and NR4A3 were among the strongest disuse- suppressed genes; NR4A1 acquired recovery-phase hypermethylation that maintained its transcriptional repression, while NR4A3 was the most downregulated gene after initial atrophy and remained persistently suppressed into recovery. Acetylcholine receptor subunit genes (CHRNA1, CHRND) were epigenetically primed, demonstrating hypomethylation and strong upregulation after disuse, and further amplification after repeated atrophy, while CHRNG was selectively induced after repeated atrophy only. NMRK2, an NAD+ biosynthesis gene, was the most downregulated gene across both atrophy periods, and supplementation with its substrate, nicotinamide riboside (NR), improved myotube size in MuSCs derived post-atrophy. Overall, repeated disuse atrophy imprints a molecular memory in skeletal muscle shaping transcriptional resilience in young adults and exaggerated susceptibility in aged muscle.",Rattus norvegicus,Expression profiling by high throughput sequencing,24,skeletal_muscle;tendon_repair,1,0,0,0,1,1,41736525,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE310nnn/GSE310849/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310849,
11,exercise;repair,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE310344,200310344,Repeated Disuse Atrophy in Adult Human Skeletal Muscle (RNA-seq / Transcriptome),"Disuse-induced muscle atrophy commonly occurs following illness, injury, or falls and becomes increasingly frequent with ageing. Whether skeletal muscle retains a “memory” of repeated disuse remains unknown. We investigated repeated lower- limb immobilization in young adults and a refined aged rat model, integrating physiological, multi-omic, immunohistochemical, biochemical, and primary human muscle stem cell (MuSC) analyses. To enable robust age comparisons, we integrated previously published young rat data with newly generated aged rat data. In young human muscle, repeated disuse elicited attenuated transcriptional perturbations in oxidative and mitochondrial pathways, suggestive of a protective molecular memory, despite similar atrophy to initial disuse. In contrast, aged muscle exhibited a detrimental memory, characterized by greater atrophy, exaggerated suppression of aerobic metabolism genes despite recovery after initial disuse, NAD+ and mitochondrial DNA depletion, and activation of proteasomal, extracellular-matrix, and DNA-damage pathways. Whereas young rats recovered muscle mass after initial disuse, aged rats failed to do so. Across species, repeated disuse induced DNA hypermethylation and downregulation of aerobic metabolism and mitochondrial gene networks. NR4A1 and NR4A3 were among the strongest disuse- suppressed genes; NR4A1 acquired recovery-phase hypermethylation that maintained its transcriptional repression, while NR4A3 was the most downregulated gene after initial atrophy and remained persistently suppressed into recovery. Acetylcholine receptor subunit genes (CHRNA1, CHRND) were epigenetically primed, demonstrating hypomethylation and strong upregulation after disuse, and further amplification after repeated atrophy, while CHRNG was selectively induced after repeated atrophy only. NMRK2, an NAD+ biosynthesis gene, was the most downregulated gene across both atrophy periods, and supplementation with its substrate, nicotinamide riboside (NR), improved myotube size in MuSCs derived post-atrophy. Overall, repeated disuse atrophy imprints a molecular memory in skeletal muscle shaping transcriptional resilience in young adults and exaggerated susceptibility in aged muscle.",Homo sapiens,Expression profiling by high throughput sequencing,36,skeletal_muscle;tendon_repair,1,0,0,0,1,1,41736525,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE310nnn/GSE310344/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310344,
11,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE274636,200274636,MYOD1L122R induces cancer stem cell pathways to impart chemotherapy and radiation-resistance in aggressive rhabdomyosarcoma [RNAseq_Ruch2oe],"Rhabdomyosarcoma (RMS) is a common pediatric soft tissue sarcoma of skeletal muscle. Worse outcomes are associated with specific subtypes of RMS, including the 10% of fusion-negative tumors that harbor point mutations in the DNA binding domain of MYOD1 (myogenic differentiation 1) transcription factor. Due to the rarity of these patient samples and dearth of cell lines/animal models, the molecular function of MYOD1L122R remains unknown. Here, we create the first animal model of this disease showing that MYOD1L122R is not oncogenic but collaborates with RAS activation to create highly aggressive RMS in transgenic zebrafish, akin to what is reported in human disease. Limiting dilution cell transplantation revealed that MYOD1L122R also elevated the overall frequency of tumor propagating cells in the zebrafish model. We next generated isogenic knock-in MYOD1L122R human cell line models and showed that these cells were refractory to standard of care vincristine, actinomycin, and cyclophosphamide while also elevating the overall frequency of tumor propagating cells. Indeed, single-cell RNA transcriptional profiling and single-cell assay for transposase-accessible chromatin with sequencing (ATAC-Seq) of patient and patient-derived xenografts confirmed the elevation of cancer stem cell programs within MYOD1L122R tumors. Using unbiased whole-genome ChIP and RNA sequencing, we next identified the shared and differential genomic binding regions by MYOD1L122R as compared to wildtype MYOD1. Most notably, MYOD1L122R bound uniquely to and transcriptionally upregulated mesenchymal pathway enriched genes that are known to correlate with RMS cancer stemness. Finally, mechanistic studies uncovered that MYOD1L122R binds to the regulatory element of ROR2 (receptor tyrosine kinase like orphan receptor 2), upregulating its expression, which then turns on a novel WNT11-ROR2-VANGL2 axis to induce non-canonical WNT signaling and elevate cancer stemness.",Homo sapiens,Expression profiling by high throughput sequencing,15,skeletal_muscle,1,1,0,0,0,1,41372143,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE274nnn/GSE274636/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274636,
11,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE274635,200274635,MYOD1L122R induces cancer stem cell pathways to impart chemotherapy and radiation-resistance in aggressive rhabdomyosarcoma [RNAseq_Rdoe],"Rhabdomyosarcoma (RMS) is a common pediatric soft tissue sarcoma of skeletal muscle. Worse outcomes are associated with specific subtypes of RMS, including the 10% of fusion-negative tumors that harbor point mutations in the DNA binding domain of MYOD1 (myogenic differentiation 1) transcription factor. Due to the rarity of these patient samples and dearth of cell lines/animal models, the molecular function of MYOD1L122R remains unknown. Here, we create the first animal model of this disease showing that MYOD1L122R is not oncogenic but collaborates with RAS activation to create highly aggressive RMS in transgenic zebrafish, akin to what is reported in human disease. Limiting dilution cell transplantation revealed that MYOD1L122R also elevated the overall frequency of tumor propagating cells in the zebrafish model. We next generated isogenic knock-in MYOD1L122R human cell line models and showed that these cells were refractory to standard of care vincristine, actinomycin, and cyclophosphamide while also elevating the overall frequency of tumor propagating cells. Indeed, single-cell RNA transcriptional profiling and single-cell assay for transposase-accessible chromatin with sequencing (ATAC-Seq) of patient and patient-derived xenografts confirmed the elevation of cancer stem cell programs within MYOD1L122R tumors. Using unbiased whole-genome ChIP and RNA sequencing, we next identified the shared and differential genomic binding regions by MYOD1L122R as compared to wildtype MYOD1. Most notably, MYOD1L122R bound uniquely to and transcriptionally upregulated mesenchymal pathway enriched genes that are known to correlate with RMS cancer stemness. Finally, mechanistic studies uncovered that MYOD1L122R binds to the regulatory element of ROR2 (receptor tyrosine kinase like orphan receptor 2), upregulating its expression, which then turns on a novel WNT11-ROR2-VANGL2 axis to induce non-canonical WNT signaling and elevate cancer stemness.",Homo sapiens,Expression profiling by high throughput sequencing,15,skeletal_muscle,1,1,0,0,0,1,41372143,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE274nnn/GSE274635/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274635,
11,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE274634,200274634,MYOD1L122R induces cancer stem cell pathways to impart chemotherapy and radiation-resistance in aggressive rhabdomyosarcoma [RNA-seq_HDR],"Rhabdomyosarcoma (RMS) is a common pediatric soft tissue sarcoma of skeletal muscle. Worse outcomes are associated with specific subtypes of RMS, including the 10% of fusion-negative tumors that harbor point mutations in the DNA binding domain of MYOD1 (myogenic differentiation 1) transcription factor. Due to the rarity of these patient samples and dearth of cell lines/animal models, the molecular function of MYOD1L122R remains unknown. Here, we create the first animal model of this disease showing that MYOD1L122R is not oncogenic but collaborates with RAS activation to create highly aggressive RMS in transgenic zebrafish, akin to what is reported in human disease. Limiting dilution cell transplantation revealed that MYOD1L122R also elevated the overall frequency of tumor propagating cells in the zebrafish model. We next generated isogenic knock-in MYOD1L122R human cell line models and showed that these cells were refractory to standard of care vincristine, actinomycin, and cyclophosphamide while also elevating the overall frequency of tumor propagating cells. Indeed, single-cell RNA transcriptional profiling and single-cell assay for transposase-accessible chromatin with sequencing (ATAC-Seq) of patient and patient-derived xenografts confirmed the elevation of cancer stem cell programs within MYOD1L122R tumors. Using unbiased whole-genome ChIP and RNA sequencing, we next identified the shared and differential genomic binding regions by MYOD1L122R as compared to wildtype MYOD1. Most notably, MYOD1L122R bound uniquely to and transcriptionally upregulated mesenchymal pathway enriched genes that are known to correlate with RMS cancer stemness. Finally, mechanistic studies uncovered that MYOD1L122R binds to the regulatory element of ROR2 (receptor tyrosine kinase like orphan receptor 2), upregulating its expression, which then turns on a novel WNT11-ROR2-VANGL2 axis to induce non-canonical WNT signaling and elevate cancer stemness.",Homo sapiens,Expression profiling by high throughput sequencing,11,skeletal_muscle,1,1,0,0,0,1,41372143,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE274nnn/GSE274634/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274634,
11,exercise;obesity,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE307642,200307642,Extracellular vesicles secreted from human myotubes of T2D and NGT donors,"Type 2 diabetes (T2D) is associated with increased morbidity, mortality, and substantial healthcare costs. Peripheral insulin resistance, involving interconnected dysregulation of multiple organs, is considered a major driver of T2D. Extracellular vesicles (EVs) are suggested as mediators of this dysregulation based on their properties in intercellular communication. Given the role of skeletal muscle in glucose metabolism, the content of skeletal muscle-derived EVs may provide insights into mechanisms of T2D. To examine this, myotubes from severely obese female T2D donors and matched women with normal glucose tolerance (NGT) were cultured. Small EVs (sEVs) were isolated by differential centrifugation and filter columns and characterized by nanoparticle tracking analysis, flow cytometry, and transmission electron microscopy. The micro-RNA (miR) content of sEV was analyzed via Affymetrix GeneChip miRNA 4.0, while proteins were detected by LC-MS/MS.",synthetic construct; Homo sapiens,Non-coding RNA profiling by array,11,skeletal_muscle,1,1,1,0,0,0,41347018,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE307nnn/GSE307642/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307642,
11,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE253978,200253978,Training-induced exosomal miR-136-3p modulates mitochondrial functions by targeting NRDC in human skeletal muscle.,"The purpose of this study was to validate the role of abundant miRNA, miR-136-3p, in extra vesicles collected from serum after training. We transfected miR-136-3p into human skeletal muscle cells. To search of targets genes of miR-136-3p, we performed transcriptome analysis to compare expression profiles between control and miR-136-3p transfected human skeletal muscle cells.",Homo sapiens,Expression profiling by array,8,skeletal_muscle;blood_pbmc,1,1,0,0,0,1,41046976,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE253nnn/GSE253978/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253978,
11,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE270703,200270703,Combined aerobic and resistance exercise training alters the spatial transcriptome of skeletal muscle in young adults,"Chronic exercise training substantially improves skeletal muscle function and performance. The repeated demands and stressors of each exercise bout drive coordinated molecular adaptations within multiple cell types in muscle tissue, leading to enhanced neuromuscular recruitment and contractile function, stem cell activation, myofiber hypertrophy, mitochondrial biogenesis, and angiogenesis, among others. To comprehensively profile molecular changes induced by combined resistance and endurance exercise training, we employed spatial transcriptomics coupled with immunofluorescence and computational approaches to resolve effects on myofiber and mononuclear cell populations in human muscle. By computationally identifying fast and slow myofibers using immunofluorescence data of spatially sequenced tissue sections, we identified fiber type-specific, exercise-induced gene expression changes that correlated with muscle functional improvements. Additionally, spatial transcriptome profiling and integration of human muscle single cell RNAseq data identified an exercise-induced shift in interstitial cell populations coincident with angiogenesis. Overall, these data provide a unique spatial molecular profiling resource for exploring muscle adaptations to exercise, and provide a pipeline and rationale for future studies in human muscle.",Homo sapiens,Other,10,skeletal_muscle,1,1,0,0,0,1,40894879,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE270nnn/GSE270703/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270703,
11,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE299922,200299922,A recombinant TACI-Fc fusion protein targets IgA plasma cells in a mouse model of systemic lupus erythematosus,"BAFF and APRIL play an important role in driving systemic lupus erythematosus (SLE) immunopathogenesis and kidney damage in lupus nephritis (LN); however, the underlying immune mechanisms contributing to disease pathology and the factors that increase risk of end organ damage are poorly understood. To investigate molecular profiles during the progression of LN, we carried out gene expression analysis on kidneys and spleens from lupus-prone NZM2328 mice treated for four weeks from the time of disease onset. We focused on female mice treated with BAFF and BAFF/APRIL inhibitors alongside cyclophosphamide as a standard therapy to identify mechanisms associated with improved renal outcomes. Inhibition of BAFF alone had a limited impact on gene expression profiles of diseased mice, decreasing myeloid cell and increasing metabolic gene signatures. However, targeting both BAFF and APRIL through competitive inhibition with a TACI-Fc fusion protein significantly altered immune populations in the spleen and depleted IgA plasma cells and also decreased pro-inflammatory immune cells and cytokines in the kidneys of diseased mice. All therapies had a broad impact on kidney pathology through reduction of proteinuria. Targeting both BAFF and APRIL is necessary to reduce autoreactive plasma cell generation and kidney inflammation effectively and especially to decrease IgA secreting plasma cells. The impact of targeting both members of the BAFF family of cytokines in lupus-prone NZM2328 mice provides support for its application in the treatment of human LN.",Mus musculus,Expression profiling by high throughput sequencing,58,blood_pbmc,1,0,0,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299922/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299922,
11,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE325227,200325227,CD69 regulates the tissue dynamics of epigenetically imprinted memory CD4+ T cells [RNA-seq_ATAC-seq],"Tissue-resident memory T (TRM) cells reside in non-lymphoid tissues and provide the first line of defense against pathogens. A subset of TRM cells can egress from non-lymphoid tissues into the circulation. However, the functional consequences and the extent of epigenetic imprinting in recirculating TRM cells remain unknown. We herein demonstrate that in CD4+ TRM cells, the CD69-S1PR1 axis controls tissue residency, and that interrupting this axis results in ablation of lung CD4+ TRM cells. A subpopulation of CD69+CD4+ TRM cells re-entered circulation via lymphatic vessels, where they epigenetically maintained the characteristics of TRM cells in both mice and humans. Circulating Ex-lung-TRM cells in mice caused enhanced skin inflammation compared to circulating memory cells. Furthermore, we identified GPR183 and CD161 as potential markers of Ex-TRM in human PBMC. In chronic inflammatory diseases, the transposition of allergic inflammation to multiple tissues may therefore occur via recirculation of tissue-imprinted memory CD4+ T cells.",Mus musculus,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,22,blood_pbmc,1,0,0,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE325nnn/GSE325227/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325227,
11,obesity;weight_loss,GEO/GDS,obesity_adipose_inflammation_geo,GSE333670,200333670,SOX4 Drives a Cancer-Associated Fibroblast-like Transition in Adipose Stromal Cells to Promote Metabolic Disease,"Adipose tissue dysfunction drives metabolic disease in obesity and is characterized by impaired adipogenesis, chronic inflammation, and fibrosis. Here, we define a pathogenic cancer-associated fibroblast-like (CAF-like) stromal population that accumulates in visceral adipose tissue during obesity under the control of the transcription factor SOX4. Obesity and TGFβ signaling induce SOX4 in mesenchymal stromal cells (MSCs), where it promotes a CAF-like transcriptional program while suppressing adipogenic differentiation. SOX4 activation in mouse MSCs exacerbated adipose inflammation, fibrosis, and glucose intolerance independently of adiposity. Conversely, Sox4 deletion reduced adipose immune cell accumulation and improved glucose homeostasis during obesity. We further identify the growth factor Midkine (MDK) as a SOX4-regulated paracrine effector of CAF-like cells. MDK inhibition in obese mice reduced adipose tissue inflammation and improved metabolic function, whereas MDK activation promoted inflammatory remodeling of adipose tissue. In human adipose tissue, SOX4 and MDK expression were elevated in type 2 diabetes, and SOX4 activated a CAF-like transcriptional program in human MSCs. Overall, these findings identify a TGFβ-SOX4-MDK axis that drives pathogenic stromal reprogramming in adipose tissue and contributes to metabolic disease.",Mus musculus,Expression profiling by high throughput sequencing,2,adipose,1,0,1,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE333nnn/GSE333670/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE333670,
